exercise_id,name,target_muscle,body_part,equipment,secondary_muscles,instructions,image_endpoint,gif_url,local_gif_path,local_thumbnail_path
0748,Smith Bench Press,pectorals,chest,smith machine,"triceps, shoulders","Adjust the height of the smith machine bar to chest level. | Lie flat on the bench with your feet firmly planted on the ground. | Grip the bar with an overhand grip slightly wider than shoulder-width apart. | Unrack the bar and lower it towards your chest, keeping your elbows tucked in. | Pause for a moment when the bar touches your chest. | Push the bar back up to the starting position, fully extending your arms. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0748&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0748.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0748.jpg
0749,Smith Bent Knee Good Morning,glutes,upper legs,smith machine,"hamstrings, lower back","Start by standing with your feet shoulder-width apart, toes pointing forward. | Place the barbell across your upper back, resting it on your traps. | Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Lower your torso until it is parallel to the ground, feeling a stretch in your hamstrings. | Engage your glutes and hamstrings to raise your torso back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0749&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0749.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0749.jpg
0750,Smith Chair Squat,quads,upper legs,smith machine,"glutes, hamstrings, calves","Adjust the height of the smith machine bar to a comfortable position. | Stand with your feet shoulder-width apart, toes slightly turned out. | Place the barbell across your upper back, resting it on your traps. | Engage your core and keep your chest up as you slowly lower your body by bending your knees and hips. | Continue lowering until your thighs are parallel to the ground, or as low as you can comfortably go. | Pause for a moment, then push through your heels to return to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0750&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0750.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0750.jpg
0751,Smith Close-Grip Bench Press,triceps,upper arms,smith machine,"chest, shoulders","Adjust the seat height and position yourself on the bench with your feet flat on the ground. | Grasp the barbell with a close grip, slightly narrower than shoulder-width apart. | Lower the barbell towards your chest, keeping your elbows close to your body. | Pause for a moment at the bottom, then push the barbell back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0751&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0751.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0751.jpg
0752,Smith Deadlift,glutes,upper legs,smith machine,"hamstrings, quadriceps, lower back","Set up the smith machine with the bar at hip height. | Stand with your feet shoulder-width apart, toes pointing slightly outward. | Bend at the hips and knees, keeping your back straight and chest up, and grip the bar with an overhand grip slightly wider than shoulder-width apart. | Engage your core and lift the bar by extending your hips and knees, keeping the bar close to your body. | Stand up straight, fully extending your hips and knees. | Lower the bar back down by bending at the hips and knees, maintaining control and keeping your back straight. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0752&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0752.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0752.jpg
0753,Smith Decline Bench Press,pectorals,chest,smith machine,"triceps, shoulders","Adjust the decline bench to the desired angle. | Lie down on the bench with your feet secured under the foot pads. | Grasp the barbell with an overhand grip slightly wider than shoulder-width apart. | Unrack the barbell and lower it slowly towards your chest, keeping your elbows tucked in. | Pause for a moment at the bottom, then push the barbell back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0753&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0753.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0753.jpg
0754,Smith Decline Reverse-Grip Press,pectorals,chest,smith machine,"triceps, shoulders","Adjust the smith machine to a decline position. | Lie down on the bench with your feet secured under the foot pads. | Grasp the barbell with a reverse grip, hands slightly wider than shoulder-width apart. | Unrack the barbell and lower it towards your chest, keeping your elbows tucked in. | Pause for a moment at the bottom, then push the barbell back up to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0754&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0754.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0754.jpg
0755,Smith Hack Squat,glutes,upper legs,smith machine,"quadriceps, hamstrings, calves","Adjust the barbell on the smith machine to an appropriate height for your body. | Stand with your feet shoulder-width apart, toes slightly pointed outwards. | Position yourself under the barbell, resting it on your upper traps and shoulders. | Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart. | Engage your core and keep your chest up as you unrack the barbell. | Take a step back and position your feet slightly wider than shoulder-width apart. | Bend your knees and lower your body down, keeping your chest up and back straight. | Continue descending until your thighs are parallel to the ground or slightly below. | Pause for a moment at the bottom, then push through your heels to return to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0755&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0755.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0755.jpg
0756,Smith Hip Raise,abs,waist,smith machine,"glutes, hamstrings","Position yourself on the smith machine with your back against the pad and your feet shoulder-width apart. | Place your hands on the barbell, slightly wider than shoulder-width apart. | Engage your core and glutes, then push through your heels to raise your hips off the ground. | Continue lifting until your body forms a straight line from your knees to your shoulders. | Hold for a moment at the top, then slowly lower your hips back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0756&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0756.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0756.jpg
0757,Smith Incline Bench Press,pectorals,chest,smith machine,"shoulders, triceps","Adjust the bench to a 30-45 degree incline. | Sit on the bench with your back flat against the pad and feet firmly on the ground. | Grasp the barbell with an overhand grip slightly wider than shoulder-width apart. | Unrack the barbell and lower it slowly towards your upper chest, keeping your elbows slightly tucked in. | Pause for a moment at the bottom, then push the barbell back up to the starting position, fully extending your arms. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0757&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0757.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0757.jpg
0758,Smith Incline Reverse-Grip Press,pectorals,chest,smith machine,"triceps, shoulders","Adjust the seat of the smith machine to a comfortable incline angle. | Sit on the machine with your back against the pad and your feet flat on the ground. | Grasp the bar with an overhand grip that is slightly wider than shoulder-width apart. | Unrack the bar and lower it slowly towards your chest, keeping your elbows tucked in. | Pause for a moment when the bar is just above your chest. | Push the bar back up to the starting position, fully extending your arms. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0758&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0758.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0758.jpg
0759,Smith Incline Shoulder Raises,serratus anterior,chest,smith machine,"deltoids, trapezius","Adjust the smith machine to an incline position. | Stand facing the machine with your feet shoulder-width apart. | Grasp the bar with an overhand grip, slightly wider than shoulder-width apart. | Keep your back straight and core engaged. | Raise the barbell up towards the ceiling, leading with your elbows. | Pause for a moment at the top, then slowly lower the barbell back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0759&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0759.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0759.jpg
0760,Smith Leg Press,glutes,upper legs,smith machine,"quadriceps, hamstrings, calves","Adjust the seat and footplate of the smith machine to a comfortable position. | Sit on the machine with your back against the backrest and your feet shoulder-width apart on the footplate. | Grasp the handles or sides of the machine for stability. | Push the footplate away from you by extending your legs, keeping your back against the backrest. | Pause for a moment at the fully extended position. | Slowly bend your knees and lower the footplate back towards you, returning to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0760&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0760.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0760.jpg
